Restaurant,Cuisine,Rating,PriceRange,Value,Tried,Thoughts,Would I Return,Website,Phone,address,neighborhood,Location,Latitude,Longitude
Sidebar,American,7,$$$,pricey,"lobster roll, margherita flatbread","STUFFED with lobster, flatbread was delicious--crunchy crust",for the lobster roll,http://www.sidebarboston.com/,(617) 357-1899,14 Bromfield St,Downtown,Boston,42.356484,-71.059843
Sable,American (New),7,$$$,fair,"octopus with carrot puree, Pistachio & Honey Crisp: Pistachio custard, honey tuile, dark chocolate mousse; truffled deviled eggs","octopus was crispy and delicious.  entire entree was great, eggs were surprisingly really good (gave 3 1/2s for some reason), dessert was disappointing -- good but nothing special",probly,http://www.sablechicago.com/,(312) 755-9704,505 N State St,Magnificent Mile,Chicago,41.891029,-87.627906
Protein Bar,healthy,7,$$,expensive,Vegan superfood salad (no dressing) + chicken spinach pesto quinoa = amazing salad,love the mix i made,i love this place but maybe only for work b/c it's a pricey lunch, ,(312) 300-2560,200 N La Salle St,River North,Chicago,41.885988,-87.632761
Sidebar,American,7,$$$,pricey,"lobster roll, margherita flatbread","STUFFED with lobster, flatbread was delicious--crunchy crust",for the lobster roll,http://www.sheratonbostonhotel.com/boston-back-bay-restaurants,(617) 236-2000,39 Dalton St,Back Bay,Boston,42.346337,-71.084247
Zaro's Bakery,bakery,7,$,average,"whole wheat multigrain bread, some sort of cranberry walnut bread",love their bread,probably,http://www.zaro.com,(212) 292-0160,Grand Central Terminal,Murray Hill,New York,40.752875,-73.977498
Cafe Broder,scandinavian brunch,7,$$,average,"baked egg scramble w/spinach, pan roasted mushrooms & herb rolled chevre, smoked trout hash, lefse special, lost eggs (ham and spinahc under parmesan)","lost eggs delicious (but really rich), really liked the smoked trout, thought the lefse special was weird combo of flavors, scramble was pretty good but nothing special",probably,http://www.broderpdx.com,(503) 282-5555,2240 N Interstate Ave,Eliot,Portland,45.539238,-122.674634
Korilla,food truck (korean),7,$,fair,rice bowl,solid and filling and tasty; not a fan of the service...,probly,http://www.korillabbq.com/, ,237 Park Ave, ,New York,40.753693,-73.97534
Billy's Bakery,bakery,7,$,expensive,Pumpkin cupcake with cinnamon frosting ,so good,if i'm not paying,http://www.billysbakerynyc.com/,(212) 647-9958,75 Franklin St, ,New York,40.717957,-74.004464
HIT Korean Deli,korean,7,$,average,bibimbap,"really liked the veggies, didn't like the rice.  free miso ",probly,http://hitdeli.tumblr.com,(212) 633-1530,150 W 28th St,Midtown,New York,40.746894,-73.992811
Noodle village,chinese (noodles),7,$,pretty good,shrimp dumpling noodle sooup,solid,probly,http://www.noodlevillagenyc.com/,(212) 233-0788,13 Mott St,Lower Manhattan,New York,40.714119,-73.998889
No. 9 Park,New American,7,$$$$,fair,"truffle gnocchi with peas, lobster and mushroom, tres leches cake-- earl grey tea ice cream, grapefruit, pomegranate? dessert","loved the peas.  gnocchi was kind of tough.  dessert was great--interesting, light, not overly sweet",probly,http://www.no9park.com,(617) 742-9991,9 Park St,Downtown Crossing,Boston,42.357538,-71.062862
Tico,Latin American,7,$$$$$,what I imagine a NYC tapas place to be,"grilled green beans, seared scallops, grilled octopus, oyster, cheesecake, lobster tacos, fish tacos, fried manchego, roasted cauliflower; shishito peppers;PB w/chocolate gelato and caramelized banana ","loved the green beans, scallops, octopus was pretty good; lobster tacos were good; fish tacos were meh--all fried and breaded; roasted cauliflower was good but rich; fried manchego was delicious with sauce;  shishito peppers were not bad, desserts were good",if i want to burn money or am not paying again,http://www.ticoboston.com,(617) 351-0400,222 Berkeley St,Theatre District,Boston,42.350578,-71.073084
Neal's Deli,southern,7,$,expensive,"manhattan sandwich (pastrami, slaw, russian dressing); tomato, egg, and pimento cheese biscuit","biscuit sandwich was amazing.  manhattan was really good, but a little small feeling...felt like a rip off vs. dare I say it, toasties??",probly,http://www.nealsdeli.com,(919) 967-2185,100 E Main St, ,Carrboro,35.910181,-79.072126
Kitchen,french,7,$$$,pricey,"salmon, gnocchi, blue fish spread, trout","trout was ok, love the salmon and blue fish, gnocchi was pretty good",probly,http://www.kitchenchapelhill.com,(919) 537-8167,764 Martin Luther King Jr Blvd,Tenney Circle,Chapel Hill,35.924385,-79.053858
The Root Cellar,american,7,$,cheap,"special (crispy cornbread, egg, and caramelized onions), BLT, huevos rancheros","the special was amazing; BLT was pretty good (victor got avocado added and it was huge), huevos rancheros was terrible",probably,http://www.rootcellarchapelhill.com/,(919) 967-4383,750 Martin Luther King Jr Blvd,Tenney Circle,Chapel Hill,35.924269,-79.05365
Protein Bar,healthy,7,$$,expensive,Vegan superfood salad (no dressing) + chicken spinach pesto quinoa = amazing salad,love the mix i made,i love this place but maybe only for work b/c it's a pricey lunch,http://www.proteinbarchicago.com,(312) 346-7300,235 S Franklin St,Haymarket,Chicago,41.878908,-87.635137
Protein Bar,healthy,7,$$,expensive,Vegan superfood salad (no dressing) + chicken spinach pesto quinoa = amazing salad,love the mix i made,i love this place but maybe only for work b/c it's a pricey lunch,http://www.proteinbarchicago.com,(312) 265-0532,221 W Washington St,Haymarket,Chicago,41.883052,-87.634684
Protein Bar,healthy,7,$$,expensive,Vegan superfood salad (no dressing) + chicken spinach pesto quinoa = amazing salad,love the mix i made,i love this place but maybe only for work b/c it's a pricey lunch,http://www.proteinbarchicago.com/,(312) 629-3609,10 W Lake St,New Eastside,Chicago,41.885794,-87.62851
Protein Bar,healthy,7,$$,expensive,Vegan superfood salad (no dressing) + chicken spinach pesto quinoa = amazing salad,love the mix i made,i love this place but maybe only for work b/c it's a pricey lunch,http://www.proteinbarchicago.com,(312) 612-5445,10 S Clinton St,Duncans Addition,Chicago,41.881729,-87.641377
Protein Bar,healthy,7,$$,expensive,Vegan superfood salad (no dressing) + chicken spinach pesto quinoa = amazing salad,love the mix i made,i love this place but maybe only for work b/c it's a pricey lunch,http://www.proteinbarchicago.com,(312) 527-0450,352 N Clark St,Towertown,Chicago,41.888792,-87.631163
Protein Bar,healthy,7,$$,expensive,Vegan superfood salad (no dressing) + chicken spinach pesto quinoa = amazing salad,love the mix i made,i love this place but maybe only for work b/c it's a pricey lunch, ,(312) 397-9000,251 E Huron St,Near North Side,Chicago,41.894699,-87.621901
Protein Bar,healthy,7,$$,expensive,Vegan superfood salad (no dressing) + chicken spinach pesto quinoa = amazing salad,love the mix i made,i love this place but maybe only for work b/c it's a pricey lunch, ,(312) 382-7300,120 S Riverside Plz,Loop,Chicago,41.879958,-87.639113
Protein Bar,healthy,7,$$,expensive,Vegan superfood salad (no dressing) + chicken spinach pesto quinoa = amazing salad,love the mix i made,i love this place but maybe only for work b/c it's a pricey lunch, ,(312) 265-1185,222 Merchandise Mart Plz,River North,Chicago,41.888237,-87.635202
Protein Bar,healthy,7,$$,expensive,Vegan superfood salad (no dressing) + chicken spinach pesto quinoa = amazing salad,love the mix i made,i love this place but maybe only for work b/c it's a pricey lunch, ,(773) 472-1500,1953 N Clybourn Ave,Depaul,Chicago,41.916808,-87.657483
Cafe Amelie,cajun/creole,7,$$,decent,"gumbo, shrimp and grits, catfish sandwich","gumbo roux was thicker than Luke, more sausage/meat but no seafood; shrimp and grits were good, but rich; catfish sandwich was great--bread was amazing",probly,http://www.cafeamelie.com,(504) 412-8965,912 Royal St,Vieux Carre,New Orleans,29.959857,-90.062953
Motorino,pizza,7,$$,pretty large pizzas,brussel sprouts and pancetta pizza; cremini mushroom pizza,"crust was a little too burnt; loved the mushroom one.  brussel sprout one was ok--actaully too soggy, pancetta was basically fatty part of bacon",yes for the mushroom,http://www.motorinopizza.com,(212) 777-2644,349 E 12th St,Loisaida,New York,40.730323,-73.984002
La Masseria,italian,7,$$$,-,"truffle mushroom ravioli, tomato and basil gnocchi, smoked hickory bacon and parm frisee salad, grilled seafood platter, sliced meats and cheeses, salmon and veggies, napoleon dessert","delicious food, great breadsticks.  salmon entree was nothing special.  bacon was delicious, loved the gnocchi dish, grilled shrimp the best -- squid really good, some of the octopus was undercooked (think this is why ktown cuts it up)",if i'm not paying,http://www.lamasserianyc.com,(212) 582-2111,235 W 48th St,Theatre District,New York,40.760686,-73.986112
Luke's Lobster,seafood,7,$$$,expensive,lobster roll duh,"delicious, but it's cheating with such a buttered bun and fits into my hand too easily",if i'm not paying,http://www.lukeslobster.com,(212) 387-8487,93 E 7th St,East Village,New York,40.726861,-73.985307
Luke's Lobster,seafood,7,$$$,expensive,lobster roll duh,"delicious, but it's cheating with such a buttered bun and fits into my hand too easily",if i'm not paying,http://www.lukeslobster.com,(212) 249-4241,242 E 81st St,Upper East Side,New York,40.774906,-73.954681
Luke's Lobster,seafood,7,$$$,expensive,lobster roll duh,"delicious, but it's cheating with such a buttered bun and fits into my hand too easily",if i'm not paying,http://www.lukeslobster.com/,(212) 747-1700,26 S William St,Downtown,New York,40.704562,-74.01064
Luke's Lobster,seafood,7,$$$,expensive,lobster roll duh,"delicious, but it's cheating with such a buttered bun and fits into my hand too easily",if i'm not paying,http://www.lukeslobster.com/,(212) 877-8800,426 Amsterdam Ave,West Side,New York,40.784206,-73.977793
Luke's Lobster,seafood,7,$$$,expensive,lobster roll duh,"delicious, but it's cheating with such a buttered bun and fits into my hand too easily",if i'm not paying,http://lukeslobster.com/midtowneast,(646) 657-0066,211 E 43rd St,Murray Hill,New York,40.751466,-73.973244
Luke's Lobster,seafood,7,$$$,expensive,lobster roll duh,"delicious, but it's cheating with such a buttered bun and fits into my hand too easily",if i'm not paying,http://www.lukeslobster.com,(646) 657-0066,685 3rd Ave,Midtown,New York,40.751422,-73.973471
Brooklyn Taco Company,mexican,7,$$,mad expensive tacos,"chorizo and potato taco, pulled chicken taco",chorizo taco was delicious; pulled chicken was bit bland,if i'm not paying,http://www.brooklyntaco.com/,(646) 820-8226,120 Essex St,Loisaida,New York,40.719338,-73.98772
Korilla,food truck (korean),7,$,fair,rice bowl,solid and filling and tasty; not a fan of the service...,probly,http://www.korillabbq.com/,(646) 823-9423,23 3rd Ave,NoHo,New York,40.729706,-73.989763
Gaia Italian Cafe,italian,7,$,fair,Spinach gnocchi,"not really gnocchi but more like spinach dumpling, still delish.  tomato sauce was a bit bitter. portions were a bit small",probly,http://www.gaiaitaliancafe.com,(646) 350-3977,251 E Houston St,Loisaida,New York,40.721746,-73.985333
La Masseria,italian,7,$$$,-,"truffle mushroom ravioli, tomato and basil gnocchi, smoked hickory bacon and parm frisee salad, grilled seafood platter, sliced meats and cheeses, salmon and veggies, napoleon dessert","delicious food, great breadsticks.  salmon entree was nothing special.  bacon was delicious, loved the gnocchi dish, grilled shrimp the best -- squid really good, some of the octopus was undercooked (think this is why ktown cuts it up)",if i'm not paying,http://www.lamasserianyc.com,(212) 582-2111,235 W 48th St,Theatre District,New York,40.760686,-73.986112
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 289-4211,90 Broad St,Battery Park City,New York,40.703794,-74.01161
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 289-4206,280 Broadway,Civic Center,New York,40.714698,-74.005774
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 307-4896,127 Fulton St,Financial District,New York,40.710241,-74.007312
Luke's Lobster,seafood,7,$$$,expensive,lobster roll duh,"delicious, but it's cheating with such a buttered bun and fits into my hand too easily",if i'm not paying,http://www.lukeslobster.com,(212) 387-8487,93 E 7th St,East Village,New York,40.726861,-73.985307
Churrascaria Plataforma,Brazillian Steakhouse,7,$$$$,expensive,"filet mignons, parmesan crusted meats, salad bar, bread",all delicious.  salad bar >> fogo's,if i'm not paying for it,http://churrascariaplataforma.com,(212) 245-0505,316 W 49th St,Midtown,New York,40.762096,-73.987634
Churrascaria Plataforma,Brazillian Steakhouse,7,$$$$,expensive,"filet mignons, parmesan crusted meats, salad bar, bread",all delicious.  salad bar >> fogo's,if i'm not paying for it,http://www.churrascariaplataforma.com/,(212) 925-6969,221 W Broadway,Downtown,New York,40.719194,-74.00617
Kang Suh,korean,7,$$,pricey -- would be expensive if it weren't for all the free apps,"soondooboo, kimbap, beef and noodles in red spicy soup",pretty good,probably,http://www.kangsuh32.com,(212) 564-6845,1250 Broadway,Flatiron District,New York,40.748,-73.988017
Babbo,italian,7,$$$$,expensive,"grilled quail, grilled octopus, seared halibut, black spaghetti with Fennel, Jalape棲os and Bottarga ",everything was amazing.  loved the char on the octopus.  spaghetti was light and delicious.  free bread was meh.  ,if i'm not paying for it,http://www.babbonyc.com,(212) 777-0303,110 Waverly Pl,West Village,New York,40.732358,-73.999216
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 289-4201,101 Maiden Ln,Lower Manhattan,New York,40.706962,-74.006743
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 289-4212,333 Park Ave S,Union Square,New York,40.741232,-73.985561
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 289-4208,150 E 52nd St,Midtown,New York,40.757431,-73.970636
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 291-8460,333 7th Ave,Chelsea,New York,40.74723,-73.996733
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 289-4211,90 Broad St,Battery Park City,New York,40.703794,-74.01161
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 289-4209,41 W 14th St,Chelsea,New York,40.736947,-73.995541
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 289-4205,501 Fashion Ave,Midtown West,New York,40.752968,-73.989012
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 289-4202,150 E 44th St, ,New York,40.752207,-73.974184
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 289-4203,30 Rockefeller Plz,Hell's Kitchen,New York,40.758915,-73.979403
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 289-4210,46 W 56th St,Theatre District,New York,40.763083,-73.976771
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 289-4206,280 Broadway,Civic Center,New York,40.714698,-74.005774
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 289-4207,366 5th Ave,Flatiron,New York,40.749099,-73.98454
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 289-4204,22 E 17th St,Midtown,New York,40.737375,-73.991088
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 307-4896,127 Fulton St,Financial District,New York,40.710241,-74.007312
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(917) 595-1141,19 W 45th St,Midtown,New York,40.75589,-73.98049
Potbelly,sandwiches,7,$,almost pricey,pizza sandwich,satisfying,only for lunch.  at work,http://www.potbelly.com,(646) 753-5170,100 Park Ave,Midtown,New York,40.751073,-73.978753
Billy's Bakery,bakery,7,$,expensive,Pumpkin cupcake with cinnamon frosting ,so good,if i'm not paying,http://www.billysbakerynyc.com,(212) 647-9956,184 9th Ave,West Side,New York,40.745365,-74.001975
Billy's Bakery,bakery,7,$,expensive,Pumpkin cupcake with cinnamon frosting ,so good,if i'm not paying,http://www.billysbakerynyc.com,(212) 647-9958,75 Franklin St,Chinatown,New York,40.717693,-74.004328
Billy's Bakery,bakery,7,$,expensive,Pumpkin cupcake with cinnamon frosting ,so good,if i'm not paying,http://www.billysbakerynyc.com/,(212) 371-1133,1 W 58th St,Lenox Hill,New York,40.764454,-73.974578
Rock Center Cafe,American,7,$$$,pricey,falafel burger,good choice stu! -- pretty good,if i'm not paying,http://www.patinagroup.com/restaurant.php?restaurants_id=18,(212) 332-7620,20 E 50th St,Midtown,New York,40.758674,-73.977798
Rock Center Cafe,American,7,$$$,pricey,falafel burger,good choice stu! -- pretty good,if i'm not paying,http://OrderRockCenterCafe.com,(212) 332-7620,Rockefeller Ctr,Midtown,New York,40.758561,-73.978325
Press Club,new american,7,$$$,expensive,"rabbit and pork sausage corn dogs, empanada sampler, tuna tartare (Currants, Coconut, Capers, Onion, Almonds, Toasted Quinoa, Root Vegetable Chips), lamb/pork belly sliders, mushroom and caramelized spring shallot pizza, salame and roasted cauliflower pizza, short rib ravioli, baked chicken meatballs, grilled asparagus w/62 deg egg, ","corn dogs and meat balls meh, loved the tuna tartare w/chips, short rib ravioli was delicious, loved the pork belly slider, lamb slider meh, empanadas and pizzas v. good, asparagus meh",if i weren't paying for it again,http://www.pressclubsf.com,(415) 744-5000,20 Yerba Buena Ln,Civic Center,San Francisco,37.786018,-122.404642
HRD Coffee Shop,Korean,7,$$,fair,bulgolgi kimchee burrito,"pretty good flavor -- burrito had daikon, sprouts, cucumber but not enough of the veggies.  ",probably,http://www.hrdcoffeeshop.com,(415) 543-2355,521 3rd St,South Of Market,San Francisco,37.781031,-122.395355
HRD Coffee Shop,Korean,7,$$,fair,bulgolgi kimchee burrito,"pretty good flavor -- burrito had daikon, sprouts, cucumber but not enough of the veggies.  ",probably, ,(415) 543-2355,35 Stillman St, ,San Francisco,37.78274,-122.39481
TaKorean,asian fusion (korean tacos),7,$,average,chicken and bulgogi tacos,delicious,probly,http://www.takorean.com,(202) 544-1113,1309 5th St NE,Sursum Corda Cooperative,Washington,38.908601,-76.997625
TaKorean,asian fusion (korean tacos),7,$,average,chicken and bulgogi tacos,delicious,probly,http://www.takorean.com,(202) 484-0505,1212 4th St SE, ,Washington,38.876387,-77.000481
Cho Dang Gol,Korean,7,$$,"larger than usual sundubu, and cheaper than ktown",seafood sundubu; stuffed mushroom app,"soondooboo was delicious, banchan was good, tofu delicious; might be better to go to BCD tofu.  love how they have mixed rice",yes--new go to korean spot,http://www.chodanggolny.com,(212) 695-8222,55 W 35th St, ,New York,40.750147,-73.986235
David Burke Kitchen,New American,7,$$$,not looking to take out any loans ,"crab/short rib dumplings, mushroom -chicken quiche, crab soup, cheesecake lollipop tree","soup was interesting, LOVED the quiche, really liked the dark choco cheesecake pops",yes when i'm rich,http://www.davidburkekitchen.com,(212) 201-9119,23 Grand St,Civic Center,New York,40.722757,-74.004965
Sundaes and Cones,dessert (ice cream),7,$,expensive,red bean ice cream; black sesame,"pretty good, not enough red bean flavor; black sesame good",probably,http://www.sundaescones.com,(212) 979-9398,95 E 10th St,Downtown,New York,40.730913,-73.9894
Cafe Broder,scandinavian brunch,7,$$,average,"baked egg scramble w/spinach, pan roasted mushrooms & herb rolled chevre, smoked trout hash, lefse special, lost eggs (ham and spinahc under parmesan)","lost eggs delicious (but really rich), really liked the smoked trout, thought the lefse special was weird combo of flavors, scramble was pretty good but nothing special",probably,http://www.broderpdx.com,(503) 736-3333,2508 SE Clinton St,Hawthorne,Portland,45.503305,-122.640159
Pho Grand,vietnamese,7,$,cheap,pho,"hole in the wall, but good and cheap",probably,http://www.phograndny.com,(212) 965-5366,277 Grand St Frnt C,Chinatown,New York,40.717723,-73.992764
Saigon Shack,vietnamese,7,$,fair,pho,cash only. good but pricier and nicer than chinatown,probly,http://www.saigonshacknyc.com,(212) 228-0588,114 MacDougal St,SoHo,New York,40.729695,-74.000613
Toasties,deli,7,$,expensive,"sloop dan B (hot roast turkey, pastrami, slaw, russian dressing) on multigrain, popeye whole wheat wrap, amy's cupboard cookies, annabel sandwich","oatmeal raisin cookies better, love the sloop dan B, popeyes is great.  annabel sandwich was bland.  people at 51st and 5th location are nice",good but I wouldn't pay for it,http://www.toastiesnyc.com,(212) 230-1320,6 E 48th St,Midtown West,New York,40.756956,-73.977604
Toasties,deli,7,$,expensive,"sloop dan B (hot roast turkey, pastrami, slaw, russian dressing) on multigrain, popeye whole wheat wrap, amy's cupboard cookies, annabel sandwich","oatmeal raisin cookies better, love the sloop dan B, popeyes is great.  annabel sandwich was bland.  people at 51st and 5th location are nice",good but I wouldn't pay for it,http://www.toastiesnyc.com,(212) 644-8780,599 Lexington Ave,Beekman,New York,40.757789,-73.970815
Toasties,deli,7,$,expensive,"sloop dan B (hot roast turkey, pastrami, slaw, russian dressing) on multigrain, popeye whole wheat wrap, amy's cupboard cookies, annabel sandwich","oatmeal raisin cookies better, love the sloop dan B, popeyes is great.  annabel sandwich was bland.  people at 51st and 5th location are nice",good but I wouldn't pay for it,http://www.toastiesnyc.com,(212) 398-4900,148 W 49th St,Theatre District,New York,40.760087,-73.983118
Toasties,deli,7,$,expensive,"sloop dan B (hot roast turkey, pastrami, slaw, russian dressing) on multigrain, popeye whole wheat wrap, amy's cupboard cookies, annabel sandwich","oatmeal raisin cookies better, love the sloop dan B, popeyes is great.  annabel sandwich was bland.  people at 51st and 5th location are nice",good but I wouldn't pay for it,http://www.newtoasties.com,(212) 513-1730,25 John St,Downtown,New York,40.709782,-74.008664
Toasties,deli,7,$,expensive,"sloop dan B (hot roast turkey, pastrami, slaw, russian dressing) on multigrain, popeye whole wheat wrap, amy's cupboard cookies, annabel sandwich","oatmeal raisin cookies better, love the sloop dan B, popeyes is great.  annabel sandwich was bland.  people at 51st and 5th location are nice",good but I wouldn't pay for it,http://www.toastiesnyc.com/,(212) 371-7676,23 E 51st St,Theatre District,New York,40.758541,-73.975455
Toasties,deli,7,$,expensive,"sloop dan B (hot roast turkey, pastrami, slaw, russian dressing) on multigrain, popeye whole wheat wrap, amy's cupboard cookies, annabel sandwich","oatmeal raisin cookies better, love the sloop dan B, popeyes is great.  annabel sandwich was bland.  people at 51st and 5th location are nice",good but I wouldn't pay for it,http://www.toastiesnyc.com,(212) 675-1516,214 7th Ave,Midtown,New York,40.743688,-73.996123
Toasties,deli,7,$,expensive,"sloop dan B (hot roast turkey, pastrami, slaw, russian dressing) on multigrain, popeye whole wheat wrap, amy's cupboard cookies, annabel sandwich","oatmeal raisin cookies better, love the sloop dan B, popeyes is great.  annabel sandwich was bland.  people at 51st and 5th location are nice",good but I wouldn't pay for it,http://www.toastiesnyc.com,(212) 888-7893,924 3rd Ave,Turtle Bay,New York,40.759409,-73.968337
Toasties,deli,7,$,expensive,"sloop dan B (hot roast turkey, pastrami, slaw, russian dressing) on multigrain, popeye whole wheat wrap, amy's cupboard cookies, annabel sandwich","oatmeal raisin cookies better, love the sloop dan B, popeyes is great.  annabel sandwich was bland.  people at 51st and 5th location are nice",good but I wouldn't pay for it,http://www.toastiesnyc.com,(212) 230-1320,6 E 48th St,Midtown West,New York,40.756956,-73.977604
Toasties,deli,7,$,expensive,"sloop dan B (hot roast turkey, pastrami, slaw, russian dressing) on multigrain, popeye whole wheat wrap, amy's cupboard cookies, annabel sandwich","oatmeal raisin cookies better, love the sloop dan B, popeyes is great.  annabel sandwich was bland.  people at 51st and 5th location are nice",good but I wouldn't pay for it,http://www.toastiesnyc.com,(212) 644-8780,599 Lexington Ave,Beekman,New York,40.757789,-73.970815
Toasties,deli,7,$,expensive,"sloop dan B (hot roast turkey, pastrami, slaw, russian dressing) on multigrain, popeye whole wheat wrap, amy's cupboard cookies, annabel sandwich","oatmeal raisin cookies better, love the sloop dan B, popeyes is great.  annabel sandwich was bland.  people at 51st and 5th location are nice",good but I wouldn't pay for it,http://www.toastiesnyc.com,(212) 398-4900,148 W 49th St,Theatre District,New York,40.760087,-73.983118
Toasties,deli,7,$,expensive,"sloop dan B (hot roast turkey, pastrami, slaw, russian dressing) on multigrain, popeye whole wheat wrap, amy's cupboard cookies, annabel sandwich","oatmeal raisin cookies better, love the sloop dan B, popeyes is great.  annabel sandwich was bland.  people at 51st and 5th location are nice",good but I wouldn't pay for it,http://www.newtoasties.com,(212) 513-1730,25 John St,Downtown,New York,40.709782,-74.008664
Toasties,deli,7,$,expensive,"sloop dan B (hot roast turkey, pastrami, slaw, russian dressing) on multigrain, popeye whole wheat wrap, amy's cupboard cookies, annabel sandwich","oatmeal raisin cookies better, love the sloop dan B, popeyes is great.  annabel sandwich was bland.  people at 51st and 5th location are nice",good but I wouldn't pay for it,http://www.toastiesnyc.com/,(212) 371-7676,23 E 51st St,Theatre District,New York,40.758541,-73.975455
Toasties,deli,7,$,expensive,"sloop dan B (hot roast turkey, pastrami, slaw, russian dressing) on multigrain, popeye whole wheat wrap, amy's cupboard cookies, annabel sandwich","oatmeal raisin cookies better, love the sloop dan B, popeyes is great.  annabel sandwich was bland.  people at 51st and 5th location are nice",good but I wouldn't pay for it,http://www.toastiesnyc.com,(212) 675-1516,214 7th Ave,Midtown,New York,40.743688,-73.996123
Toasties,deli,7,$,expensive,"sloop dan B (hot roast turkey, pastrami, slaw, russian dressing) on multigrain, popeye whole wheat wrap, amy's cupboard cookies, annabel sandwich","oatmeal raisin cookies better, love the sloop dan B, popeyes is great.  annabel sandwich was bland.  people at 51st and 5th location are nice",good but I wouldn't pay for it,http://www.toastiesnyc.com,(212) 888-7893,924 3rd Ave,Turtle Bay,New York,40.759409,-73.968337
Devon Seafood Grill,seafood,7.5,$$$$,fair,"tuna tartar, jumbo lump crab cakes, smoked salmon flatbread, sea scallops (6) and asparagus risotto, mushrooms and truffle butter, lobster mac and cheese",everything was delicious.  mac and cheese didn't have much lobster,if i were rich, ,(312) 440-8660,747 N Wabash Ave,Towertown,Chicago,41.896189,-87.626714
Devon Seafood Grill,seafood,7.5,$$$$,fair,"tuna tartar, jumbo lump crab cakes, smoked salmon flatbread, sea scallops (6) and asparagus risotto, mushrooms and truffle butter, lobster mac and cheese",everything was delicious.  mac and cheese didn't have much lobster,if i were rich,http://www.devonseafood.com,(312) 440-8660,39 E Chicago Ave,Streeterville,Chicago,41.896605,-87.626706
Bi-Rite Creamery,ice cream,8,$,good,hazelnut with askinosie cocoa nibs and ricanelas (cinnamon with snickerdoodles); salted caramel,hazelnut was perfectly hazelnutty-loved the crunch.  ricanelas had great cinnamon flavor.  salted caramel too sweet,yes,http://www.biritemarket.com/,(415) 551-7900,550 Divisadero St,Alamo Square,San Francisco,37.774794,-122.437558
Hot & Crusty,bagels,8,$,fair,multigrain bagel,loved it,yes,http://hotandcrusty.com,(212) 496-0632,2393 Broadway,West Side,New York,40.789454,-73.975731
King of Falafel,mediterranean,8,$,what a deal,Falafel and shwarma platter (comes with pita),love the vendors -- free falafel waiting in line! falafel is so good.  not a huge fan of the pickled veggies but not bad as a pita sandwich,yes,http://www.thekingfalafel.com,(718) 838-8029,E 53rd St,Midtown,New York,40.757693,-73.96938
Hide-Chan,ramen,8,$$,average,"garlic miso ramen w/poached egg (straight, extra firm), takoyaki","very good.  meat was soft, loved the richness the egg added.  takoyaki was pretty good but i wouldn't get it again (half priced before 6:30)--not enough octopus",yes,http://www.hidechanramen.nyc/,(212) 813-1800,248 E 52nd St,Midtown,New York,40.756385,-73.968412
Taqueria Del Sol,mexican,8,$,cheap,"tacos on corn tortilla: cacctus and egg, barbacoa, pastor; carne asada gordita w/queso fresco",cactus and pastor tacos were good.  barbacoa was so so oily.  gordita was not bad.  salsa was great,yes, ,(713) 270-9989,6475 Hillcroft St,Gulfton,Houston,29.711982,-95.493457
Tacos Guadalajara Taco Truck,mexican,8,$,not bad,steak taco,on point.  mmm i want another,yes,http://www.elagavero.com/TACOTRUCK.html,(510) 261-7440,4400 International Blvd,Melrose,Oakland,37.772081,-122.213648
